Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư  Apax Holdings
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Apax Holdings
Mã chứng khoán:,IBC
Mã ISIN:,VN000000IBC1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 48/2016/GCNCP-VSD do VSD ngày 16/05/2016, Số 48/2016/GCNCP-VSD-6 cấp thay đổi lần 6 ngày 17/09/2021"
Tổng số chứng khoán đăng ký:,83.150.661 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,831.506.610.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
