Keys,Values
Tên TCPH:,"
Công ty Cổ phần Khoáng sản Bình Định
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Khoáng sản Bình Định
Mã chứng khoán:,BMC
Mã ISIN:,VN000000BMC3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 85/2006/GCNCP-CNVSD-5 do TTLKCK Việt Nam cấp lần đầu ngày 25/12/2006 và cấp thay đổi lần 5 số 69/2008/GCNCP-CNVSD-5 ngày 08/06/2012
Tổng số chứng khoán đăng ký:,12.392.630 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,123.926.300.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
