Keys,Values
Tên TCPH:,"
Công ty cổ phần Tư vấn Đầu tư Mỏ và Công nghiệp - Vinacomin
"
Tên chứng khoán:,Cổ phiếu CTCP Tư vấn Đầu tư Mỏ và Công nghiệp - Vinacomin
Mã chứng khoán:,TVM
Mã ISIN:,VN000000TVM5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 76/2011/GCNCP-VSD do VSD cấp lần đầu ngày 21/12/2011, Số 76/2011/GCNCP-VSD-1 thay đổi lần 1 ngày 01/9/2015"
Tổng số chứng khoán đăng ký:,2.400.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,24.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
