Keys,Values
Tên TCPH:,"
Công ty Cổ phần Đầu tư - Kinh doanh nhà
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Đầu tư - Kinh doanh nhà
Mã chứng khoán:,ITC
Mã ISIN:,VN000000ITC3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 074/2009/GCNCP-CNVSD do TTLKCK Việt Nam cấp ngày 21/09/2009, số 074/2009/GCNCP-CNVSD-04 cấp thay đổi lần 04 ngày 09/12/2021"
Tổng số chứng khoán đăng ký:,87.654.427 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,876.544.270.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
