Keys,Values
Tên TCPH:,"
Ngân hàng TMCP Xuất Nhập khẩu Việt Nam
"
Tên chứng khoán:,Cổ phiếu Ngân hàng TMCP Xuất Nhập khẩu Việt Nam
Mã chứng khoán:,EIB
Mã ISIN:,VN000000EIB7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 082/2009/GCNCP-CNVSD do TTLKCK Việt Nam cấp ngày 19/10/2009
Tổng số chứng khoán đăng ký:,1.235.522.904 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,12.355.229.040.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
