Keys,Values
Tên TCPH:,"
Công ty cổ phần Cấp nước Đồng Nai
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cấp nước Đồng Nai
Mã chứng khoán:,DNW
Mã ISIN:,VN000000DNW5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 53/2015/GCNCP-VSD do VSD cấp ngày 03/07/2015; Số 53/2015/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 17/05/2021.
Tổng số chứng khoán đăng ký:,120.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.200.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
