Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Ngân hàng Phát triển Việt Nam
Mã chứng khoán:,BVDB12190
Mã ISIN:,VNBVDB121903
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,89/2012/GCNTP-VSD cấp ngày 11/12/2012
Tổng số chứng khoán đăng ký:,28.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,2.800.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,"10,5%/năm"
Cách thức trả lãi:,"Tiền lãi trái phiếu được trả sau mỗi năm một lần vào ngày trùng với ngày phát hành trái phiếu. Lãi trái phiếu được bảo lưu, không tính nhập gốc. Tiền gốc trái phiếu được thanh toán một lần bằng mệnh giá khi đến hạn."
Kỳ hạn:,2 năm
Ngày phát hành:,11/12/2012
Ngày đáo hạn:,11/12/2014
Nơi quản lý tại VSD:,Trụ sở chính
