Keys,Values
Tên TCPH:,"
Công ty cổ phần Sách và Thiết bị Giáo dục Miền Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sách và Thiết bị Giáo dục Miền Nam
Mã chứng khoán:,SMN
Mã ISIN:,VN000000SMN4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 17/2015/GCNCP-VSD do VSD cấp ngày 02/04/2015 
Tổng số chứng khoán đăng ký:,4.405.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,44.050.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
