Keys,Values
Tên TCPH:,"
Công ty cổ phần Dệt may Hoàng Thị Loan
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dệt may Hoàng Thị Loan
Mã chứng khoán:,HLT
Mã ISIN:,VN000000HLT6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số:  58/2019/GCNCP-VSD do VSD cấp ngày 26/11/2019, Số:  58/2019/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 07/09/2021"
Tổng số chứng khoán đăng ký:,5.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,55.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
