Keys,Values
Tên TCPH:,"
Công ty cổ phần Quản lý đường sông số 4
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Quản lý đường sông số 4
Mã chứng khoán:,DT4
Mã ISIN:,VN000000DT40
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 32/2016/GCNCP-VSD do VSD cấp ngày 21/04/2016; Số 32/2016/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 24/05/2022
Tổng số chứng khoán đăng ký:,1.160.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,11.600.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
