Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
"
Tên chứng khoán:,Cổ phiếu CTCP Chứng khoán Tp.Hồ Chí Minh
Mã chứng khoán:,HCM
Mã ISIN:,VN000000HCM0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 02/2009/GCNCP-VSD do TTLKCK Việt Nam cấp đăng ký lần đầu ngày 20/01/2009 , Số 02/2009/GCNCP-VSD-9 cấp thay đổi lần 9 ngày 24/01/2022"
Tổng số chứng khoán đăng ký:,458.052.367 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,4.580.523.670.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
