Keys,Values
Tên TCPH:,"
Công ty cổ phần chế biến Gỗ Đức Thành
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần chế biến Gỗ Đức Thành
Mã chứng khoán:,GDT
Mã ISIN:,VN000000GDT5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 95/2009/GCNCP-CNVSD do VSD cấp ngày 30/10/2009, Số 95/2009/GCNCP-VSD-8 cấp thay đổi lần 8 ngày 10/02/2022"
Tổng số chứng khoán đăng ký:,19.747.171 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,197.471.710.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
