Keys,Values
Tên TCPH:,"
Công ty cổ phần Phân bón và Hóa chất Dầu khí Miền Trung
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Phân bón và Hóa chất Dầu khí Miền Trung
Mã chứng khoán:,PCE
Mã ISIN:,VN000000PCE0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 34/2015/GCNCP-VSD do VSD cấp ngày 01/06/2015
Tổng số chứng khoán đăng ký:,10.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,100.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
