Keys,Values
Tên TCPH:,"
Tổng Công ty tư vấn thiết kế giao thông vận tải - CTCP
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty tư vấn thiết kế giao thông vận tải - CTCP
Mã chứng khoán:,TED
Mã ISIN:,VN000000TED0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 02/2022/GCNCP-VSD do VSD cấp lần đầu ngày 07/01/2022
Tổng số chứng khoán đăng ký:,12.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,125.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
