Keys,Values
Tên TCPH:,"
Công ty cổ phần Lắp máy - Thí nghiệm cơ điện
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Lắp máy - Thí nghiệm cơ điện
Mã chứng khoán:,LCD
Mã ISIN:,VN000000LCD1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 240 /2010/GCNCP-VSD do VSD cấp lần đầu ngày 01/10/2010, Số 240 /2010/GCNCP-VSD-2 cấp thay đổi lần thứ 2 ngày 17/06/2014"
Tổng số chứng khoán đăng ký:,1.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,15.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
