Keys,Values
Tên TCPH:,"
Công ty cổ phần Thủy điện Điện lực Đắk Lắk
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thủy điện Điện lực Đắk Lắk
Mã chứng khoán:,EAD
Mã ISIN:,VN000000EAD0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 51/2014/GCNCP-VSD do VSD cấp lần đầu ngày 11/07/2014, Số 51/2014/GCNCP-VSD-1 thay đổi lần 1 ngày 07/8/2015"
Tổng số chứng khoán đăng ký:,2.877.800 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,28.778.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
