Keys,Values
Tên TCPH:,"
Công ty cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải
Mã chứng khoán:,JOS
Mã ISIN:,VN000000JOS8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 112/2017/GCNCP-VSD do VSD cấp lần đầu ngày 06/06/2017
Tổng số chứng khoán đăng ký:,15.322.723 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,153.227.230.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
