Keys,Values
Tên TCPH:,"
CTCP Thương mại Dịch vụ Tổng hợp Cảng Hải Phòng
"
Tên chứng khoán:,Cổ phiếu CTCP Thương mại Dịch vụ Tổng hợp Cảng Hải Phòng
Mã chứng khoán:,DVC
Mã ISIN:,VN000000DVC0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 24/2013/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 11/10/2013, Số 24/2013/GCNCP-VSD-3 cấp thay đổi lần 2 ngày 03/04/2020"
Tổng số chứng khoán đăng ký:,10.793.670 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,107.936.700.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
