Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán Dầu Khí
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Chứng khoán Dầu Khí
Mã chứng khoán:,PSI
Mã ISIN:,VN000000PSI7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 160/2010/GCNCP-VSD do VSD cấp lần đầu ngày 09/07/2010, Số 160/2010/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 18/03/2011"
Tổng số chứng khoán đăng ký:,59.841.300 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,598.413.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
