Keys,Values
Tên TCPH:,"
CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình
"
Tên chứng khoán:,Cổ phiếu CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình
Mã chứng khoán:,TIX
Mã ISIN:,VN000000TIX9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 100/2009/GCNCP-CNVSD do TTLKCK Việt Nam cấp ngày 13/11/2009, số 100/2009/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 21/01/2019"
Tổng số chứng khoán đăng ký:,30.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,300.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
