Keys,Values
Tên TCPH:,"
Công ty cổ phần Biệt thự và Khách sạn Biển Đông Phương
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Biệt thự và Khách sạn Biển Đông Phương
Mã chứng khoán:,BDP
Mã ISIN:,VN000000BDP4
Loại chứng khoán:,Cổ phiếu phổ thôn
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 26/2017/GCNCP-VSD do VSD cấp lần đầu ngày 19/01/2017
Tổng số chứng khoán đăng ký:,25.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,250.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
