Keys,Values
Tên TCPH:,"

"
Tên chứng khoán:,Trái phiếu Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam
Mã chứng khoán:,VEC10910
Mã ISIN:,VN0VEC109108
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,31/2009/GCNTP-VSD ngày 19 tháng 10 năm 2009
Tổng số chứng khoán đăng ký:,35.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,7.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,10.5%/năm
Cách thức trả lãi:,"Tiền lãi trái phiếu được trả sau, 01 lần/năm vào ngày trùng với ngày phát hành. Tiền gốc trái phiếu được thanh toán một lần khi đến hạn."
Kỳ hạn:,5 năm
Ngày phát hành:,18/09/2009
Ngày đáo hạn:,18/09/2014
Nơi quản lý tại VSD:,Trụ sở chính
