Keys,Values
Tên TCPH:,"
Công ty cổ phần Muối Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Muối Việt Nam
Mã chứng khoán:,SCV
Mã ISIN:,VN000000SCV8
Loại chứng khoán:,Cổ phần phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 3/CPH/2021/GCNCP-VSD do VSD cấp lần đầu ngày 06/05/2021;  Số 20/2022/GCNCP-VSD cấp lại ngày 19/04/2022
Tổng số chứng khoán đăng ký:,4.369.120 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,43.691.200.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
