Keys,Values
Tên TCPH:,"
Ngân hàng Thương mại cổ phần Á Châu
"
Tên chứng khoán:,Cổ phiếu Ngân hàng TMCP Á Châu
Mã chứng khoán:,ACB
Mã ISIN:,VN000000ACB8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 08/2006/GCNCP-TTLK do VSD cấp lần đầu ngày 14/11/2006, Số:  08/2006/GCNCP-VSD-18 cấp thay đổi lần thứ 18 ngày 21/06/2022"
Tổng số chứng khoán đăng ký:,3.377.435.094 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,33.774.350.940.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
