Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán Guotai Junan (Việt Nam)
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chứng khoán Guotai Junan (Việt Nam)
Mã chứng khoán:,IVS
Mã ISIN:,VN000000IVS5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 47/2011/GCNCP-VSD do VSD cấp lần đầu ngày 30/06/2011. Số 47/2011/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 04/08/2021
Tổng số chứng khoán đăng ký:,69.350.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,693.500.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
