Keys,Values
Tên TCPH:,"
Ngân hàng Thương mại cổ phần Công thương Việt Nam
"
Tên chứng khoán:,Cổ phiếu Ngân hàng TMCP Công Thương Việt Nam
Mã chứng khoán:,CTG
Mã ISIN:,VN000000CTG7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 38/2009/GCNCP-CNTTLK do VSD cấp lần đầu ngày 07/07/2009, Số 38/2009/GCNCP-VSD-7 cấp thay đổi lần thứ 7 ngày 12/08/2021"
Tổng số chứng khoán đăng ký:,4.805.750.609 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,48.057.506.090.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
