Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Xây lắp Dầu khí Kinh Bắc
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Xây lắp Dầu khí Kinh Bắc
Mã chứng khoán:,PXK
Mã ISIN:,VN000000PXK3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,05/2013/GCNCP-VSD do VSD cấp lần đầu ngày 26/03/2013
Tổng số chứng khoán đăng ký:,15.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,150.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
