Keys,Values
Tên TCPH:,"
Công ty cổ phần Gỗ An Cường
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Gỗ An Cường
Mã chứng khoán:,ACG
Mã ISIN:,VN000000ACG7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 25/2021/GCNCP-VSD do VSD cấp ngày 14/06/2021; Số: 25/2021/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 16/05/2022
Tổng số chứng khoán đăng ký:,135.846.122 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.358.461.220.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
