Keys,Values
Tên TCPH:,"
Công ty Cổ phần Đầu tư và xây dựng số 18
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Đầu tư và xây dựng số 18
Mã chứng khoán:,L18
Mã ISIN:,VN000000L185
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 19/2008/GCNCP-VSD do VSD cấp lần đầu ngày 27/03/2008, Số: 19/2008/GCNCP-VSD-5 cấp thay đổi lần 05 ngày 22/02/2021"
Tổng số chứng khoán đăng ký:,38.116.528 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,381.165.280.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
