Keys,Values
Tên TCPH:,"
Công ty cổ phần Chế biến Xuất nhập khẩu Nông sản Thực phẩm Đồng Nai
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chế biến Xuất nhập khẩu Nông sản Thực phẩm Đồng Nai
Mã chứng khoán:,DFS
Mã ISIN:,VN000000DFS9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 76/2018/GCNCP-VSD do VSD cấp lần đầu 10/09/2018
Tổng số chứng khoán đăng ký:,22.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,225.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
