Keys,Values
Tên TCPH:,"
Công ty cổ phần Hàng tiêu dùng MASAN
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Hàng tiêu dùng MASAN
Mã chứng khoán:,MCH
Mã ISIN:,VN000000MCH0
Loại chứng khoán:, Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 175/2016/GCNCP-VSD do VSD cấp lần đầu ngày 07/12/2016, số 175/2016/GCNCP-VSD-6 cấp thay đổi lần 6 ngày 09/10/2020"
Tổng số chứng khoán đăng ký:,726.793.818 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,7.267.938.180.000 đồng
Hình thức đăng ký:, Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
