Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn An Phát Holdings
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn An Phát Holdings
Mã chứng khoán:,APH
Mã ISIN:,VN000000APH7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 34/2020/GCNCP-VSD do VSD cấp ngày 14/05/2020; số 34/2020/GCNCP-VSD-4 cấp thay đổi lần 04 ngày 04/03/2022
Tổng số chứng khoán đăng ký:,251.199.148 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.511.991.480.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
