Keys,Values
Tên TCPH:,"
Công ty cổ phần  Kinh doanh Phát triển nhà và Đô thị Hà Nội
"
Tên chứng khoán:,Cổ phiếu CTCP Kinh doanh Phát triển nhà và Đô thị Hà Nội
Mã chứng khoán:,HHD
Mã ISIN:,VN000000HHD8
Loại chứng khoán:, Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 79/2018/GCNCP-VSD do VSD cấp ngày 18/09/2018
Tổng số chứng khoán đăng ký:,5.020.750 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,50.207.500.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
