Keys,Values
Tên TCPH:,"
Công ty Cổ phần Đầu tư Cầu đường CII
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Đầu tư Cầu đường CII
Mã chứng khoán:,LGC
Mã ISIN:,VN000000LGC4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 67/2006/GCNCP-CNTTLK do VSD cấp lần đầu ngày 21/12/2006, số 67/2006/GCNCP-VSD-9 cấp thay đổi lần 9 ngày 16/09/2015"
Tổng số chứng khoán đăng ký:,192.854.765 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.928.547.650.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
