Keys,Values
Tên TCPH:,"
Công ty Cổ phần Xuất nhập khẩu Petrolimex
"
Tên chứng khoán:,Cổ phiếu Công ty CP XNK Petrolimex
Mã chứng khoán:,PIT
Mã ISIN:,VN000000PIT5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 02/2008/GCNCP-VSD-5 do VSD cấp lần đầu ngày ngày 08/01/2008 và cấp thay đổi lần 5 ngày 18/09/2014
Tổng số chứng khoán đăng ký:,15.199.345 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,151.993.450.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
