Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng và Kinh doanh Địa Ốc III.
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng và Kinh doanh Địa Ốc III
Mã chứng khoán:,DO3
Mã ISIN:,VN000000DO37
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 76/2020/GCNCP-VSD do VSD cấp ngày 11/12/2020
Tổng số chứng khoán đăng ký:,2.100.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,21.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
