Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ BLPH đợt 26/2005
Mã chứng khoán:,TP1A2605
Mã ISIN:,VN0TP1A26056
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,
Tổng số chứng khoán đăng ký:,500.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,50.000.000.000 đồng
Hình thức phát hành:,
Lãi suất:,9.25%/năm
Cách thức trả lãi:,
Kỳ hạn:,15 năm
Ngày phát hành:,25/08/2005
Ngày đáo hạn:,25/08/2020
Nơi quản lý tại VSD:,Trụ sở chính
