Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư IDJ Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư IDJ Việt Nam
Mã chứng khoán:,IDJ
Mã ISIN:,VN000000IDJ2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 209/2010/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 20/08/2010, số 209/2010/GCNCP-VSD-5 cấp thay đổi lần 05 ngày 15/03/2022"
Tổng số chứng khoán đăng ký:,147.025.952 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.470.259.520.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
