Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Chính phủ
Mã chứng khoán:,QHD0823023
Mã ISIN:,VNBD08230235
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,23/2008/GCNTP-TTLK
Tổng số chứng khoán đăng ký:,70.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,7.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,15%/năm
Cách thức trả lãi:,"Trả sau, định kỳ hàng năm"
Kỳ hạn:,15 năm
Ngày phát hành:,18/07/2008
Ngày đáo hạn:,18/07/2023
Nơi quản lý tại VSD:,Trụ sở chính
