Keys,Values
Tên TCPH:,"
Công ty TNHH Quản lý Quỹ KIM Việt Nam
"
Tên chứng khoán:,Chứng chỉ Quỹ ETF KIM GROWTH VN30
Mã chứng khoán:,FUEKIV30
Mã ISIN:,VN0FUEKIV304
Loại chứng khoán:,Chứng chỉ quỹ
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận đăng ký chứng chỉ quỹ:,Số:   02/2021/GCNETF-VSD do VSD cấp lần đầu 13/12/2021; Số:   02/2021/GCNETF-VSD-7 cấp thay đổi lần 07 ngày 14/04/2022
Tổng số chứng khoán đăng ký:,11.000.000 Chứng chỉ quỹ
Tổng giá trị chứng khoán đăng ký:,110.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
