Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán VIX
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chứng khoán VIX
Mã chứng khoán:,VIX
Mã ISIN:,VN000000VIX5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 120/2009/GCNCP-VSD do VSD cấp lần đầu ngày 22/12/2009, Số: 120/2009/GCNCP-VSD-13 cấp thay đổi lần 13 ngày 06/05/2022"
Tổng số chứng khoán đăng ký:,549.190.458 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,5.491.904.580.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
