Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng  số 1
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng  số 1
Mã chứng khoán:,VC1
Mã ISIN:,VN000000VC13
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 09/2009/GCNCP-TTLK do VSD cấp lần đầu ngày 21/04/2009, Số Số: 09/2009/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 28/11/2017"
Tổng số chứng khoán đăng ký:,12.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,120.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
