Keys,Values
Tên TCPH:,"
Công ty cổ phần An Tiến Industries
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần An Tiến Industries
Mã chứng khoán:,HII
Mã ISIN:,VN000000HII5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 111/2017/GCNCP-VSD do VSD cấp lần đầu ngày 05/06/2017, Số: 111/2017/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 29/04/2022"
Tổng số chứng khoán đăng ký:,73.663.016 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,736.630.160.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
