Keys,Values
Tên TCPH:,"
Công ty Cổ phần Đầu Tư Thương Mại Thủy Sản
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Đầu tư Thương Mại Thủy Sản
Mã chứng khoán:,ICF
Mã ISIN:,VN000000ICF2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 37/2006/GCNCP-TTLK do TTLKCK Việt Nam cấp ngày 14/12/2006
Tổng số chứng khoán đăng ký:,12.807.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,128.070.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
