Keys,Values
Tên TCPH:,"
Công ty cổ phần Tổng công ty Truyền hình Cáp Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tổng công ty Truyền hình Cáp Việt Nam
Mã chứng khoán:,CAB
Mã ISIN:,VN000000CAB8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 28/2019/GCNCP-VSD do VSD cấp ngày 25/6/2019
Tổng số chứng khoán đăng ký:,45.745.876 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,457.458.760.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
