Keys,Values
Tên TCPH:,"
Công ty Cổ phần Công trình 6
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Công trình 6
Mã chứng khoán:,CT6
Mã ISIN:,VN000000CT66
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 75/2010/GCNCP-VSD do VSD cấp lần đầu ngày 26/03/2010, 75/2010/GCNCP-VSD-2 cấp thay đổi lần thứ 2 ngày 01/06/2011"
Tổng số chứng khoán đăng ký:,6.108.078 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,61.080.780.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
