Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn MBG
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn MBG
Mã chứng khoán:,MBG
Mã ISIN:,VN000000MBG4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 28 /2015/GCNCP - VSD do VSD cấp lần đầu ngày 15/05/2015, Số: 28/2015/GCNCP-VSD-9 cấp thay đổi lần 9 ngày 27/05/2022"
Tổng số chứng khoán đăng ký:,112.355.278 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.123.552.780.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
