Keys,Values
Tên TCPH:,"
Công ty cổ phần Sông Đà 7.04
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sông Đà 7.04
Mã chứng khoán:,S74
Mã ISIN:,VN000000S743
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 19/2009/GCNCP-TTLK do VSD cấp lần đầu ngày 19/06/2009, Số 19/2009/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 19/07/2016"
Tổng số chứng khoán đăng ký:,6.480.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,64.800.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
