Keys,Values
Tên TCPH:,"
Công ty cổ phần Giấy Hoàng Hà Hải Phòng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Giấy Hoàng Hà Hải Phòng
Mã chứng khoán:,HHP
Mã ISIN:,VN000000HHP2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 41/2018/GCNCP-VSD do VSD cấp ngày 12/06/2018, Số: 41/2018/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 05/05/2021"
Tổng số chứng khoán đăng ký:,30.069.824 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,300.698.240.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
