Keys,Values
Tên TCPH:,"
Công ty cổ phần 28 Hưng Phú
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần 28 Hưng Phú
Mã chứng khoán:,HPU
Mã ISIN:,VN000000HPU5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 133 /2017/GCNCP-VSD do VSD cấp ngày 03/07/2017
Tổng số chứng khoán đăng ký:,2.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,20.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
