Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ bảo lãnh đợt 7/2010
Mã chứng khoán:,TB1015041
Mã ISIN:,VNTB10150415
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,"Số 67/2010/GCNTP-VSD do VSD cấp lần đầu ngày 27/05/2010, Số  67/2010/GCNTP-VSD-2 cấp thay đổi lần 2 ngày 01/08/2012"
Tổng số chứng khoán đăng ký:,38.998.600 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,3.899.860.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,11.33%/năm
Cách thức trả lãi:,"Trả sau, định kỳ hàng năm"
Kỳ hạn:,5 năm
Ngày phát hành:,13/05/2010
Ngày đáo hạn:,13/05/2015
Nơi quản lý tại VSD:,Trụ sở chính
