Keys,Values
Tên TCPH:,"
Công ty Cổ phần Hóa chất Việt Trì
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Hóa chất Việt Trì
Mã chứng khoán:,HVT
Mã ISIN:,VN000000HVT5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 07/2009/GCNCP-TTLK do TTLKCK Việt Nam cấp lần đầu ngày 12/03/2009, số 07/2009/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 14/12/2016"
Tổng số chứng khoán đăng ký:,10.988.059 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,109.880.590.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
