Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán VnDirect
"
Tên chứng quyền:,Chứng quyền.VHM.VND.M.CA.T.2021.2
Mã chứng quyền:,CVHM2112
Mã ISIN:,VN0CVHM21125
Mã chứng khoán cơ sở:,VHM
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Vinhomes
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,"4,3 tháng"
Ngày đáo hạn:,10/02/2022
Tỷ lệ chuyển đổi:,10:1
Giá thực hiện:,84.000  đồng
Giá phát hành lần đầu:,1.500  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số: 149/2021/GCNCW-VSD do VSD cấp lần đầu ngày 13/10/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,6.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,9.000.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,6.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
