Keys,Values
Tên TCPH:,"
CTCP Thương mại và dịch vụ Dầu khí Vũng Tàu
"
Tên chứng khoán:,Cổ phiếu CTCP Thương mại và dịch vụ dầu khí Vũng Tàu
Mã chứng khoán:,VMG
Mã ISIN:,VN000000VMG2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 48/2009/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 11/09/2009
Tổng số chứng khoán đăng ký:,9.600.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,96.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
