Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn thép Tiến Lên
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần tập đoàn thép Tiến Lên
Mã chứng khoán:,TLH
Mã ISIN:,VN000000TLH6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 34/2010/GCNCP-VSD-2 do VSD cấp lần đầu ngày 26/02/2010, số 34/2010/GCNCP-VSD-6 đăng ký thay đổi lần thứ 6 do VSD cấp ngày 24/07/2018"
Tổng số chứng khoán đăng ký:,102.110.621 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.021.106.210.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
