Keys,Values
Tên TCPH:,"
Tổng công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP
"
Tên chứng khoán:,Cổ phiếu Tổng công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP
Mã chứng khoán:,MTA
Mã ISIN:,VN000000MTA9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,45/2015/GCNCP-VSD do VSD cấp ngày 23/6/2015
Tổng số chứng khoán đăng ký:,110.113.591 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.101.135.910.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
