Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán Phố Wall
"
Tên chứng khoán:,Cổ phiếu CTCP Chứng khoán Phố Wall
Mã chứng khoán:,WSS
Mã ISIN:,VN000000WSS2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 101/2009/GCNCP-VSD do VSD cấp lần đầu ngày 04/12/2009, số 101/2009/GCNCP-VSD-2  do VSD cấp thay đổi lần 2 ngày 21/03/2011"
Tổng số chứng khoán đăng ký:,50.300.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,503.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
