Keys,Values
Tên TCPH:,"
Công ty Cổ phần phát triển nhà Thủ Đức
"
Tên chứng khoán:,Trái phiếu chuyển đổi Công ty cổ phần Phát triển Nhà Thủ Đức
Mã chứng khoán:,TDH41029
Mã ISIN:,VN0TDH410290
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 29/2011/GCNTP-VSD-1 do TTLKCK Việt Nam cấp lần đầu ngày 26/05/2011, thay đổi lần thứ nhất ngày 02/01/2013"
Tổng số chứng khoán đăng ký:,2.040.720 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,204.072.000.000 đồng
Hình thức phát hành:,
Lãi suất:,7%/năm
Cách thức trả lãi:,Trả định kỳ 12 tháng/lần so với ngày phát hành bằng tiền mặt hoặc chuyển khoản
Kỳ hạn:,3 năm
Ngày phát hành:,17/11/2010
Ngày đáo hạn:,17/11/2013
Nơi quản lý tại VSD:,Trụ sở chính
