Keys,Values
Tên TCPH:,"
Công ty cổ phần Hồng Hà Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Hồng Hà Việt Nam
Mã chứng khoán:,PHH
Mã ISIN:,VN000000PHH2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 55/2010/GCNCP-VSD do VSD cấp lần đầu ngày 04/03/2010, Số 55/2010/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 24/01/2013"
Tổng số chứng khoán đăng ký:,20.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,200.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
