Keys,Values
Tên TCPH:,"
Công ty Cổ phần Nhựa Đà Nẵng
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Nhựa Đà Nẵng
Mã chứng khoán:,DPC
Mã ISIN:,VN000000DPC2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 33/GCN/TTGD-LK do TTGDCK Tp. Hồ Chí Minh cấp lần đầu ngày 23/11/2001, Số 114/2008/GCNCP-CNTTLK do chi nhánh VSD cấp thay đổi lần 1 ngày 12/12/2008"
Tổng số chứng khoán đăng ký:,2.237.280 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,22.372.800.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
