Keys,Values
Tên TCPH:,"
Công ty cổ phần Quốc tế Sơn Hà
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần quốc tế Sơn Hà
Mã chứng khoán:,SHI
Mã ISIN:,VN000000SHI4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 126/2009/GCNCP-VSD do VSD cấp lần đầu ngày 22/12/2009. Số 126/2009/GCNCP-VSD-13 do VSD cấp thay đổi lần thứ 13 ngày 27/01/2022
Tổng số chứng khoán đăng ký:,150.187.913 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.501.879.130.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
