Keys,Values
Tên TCPH:,"
Công ty cổ phần Bất động sản Du lịch Ninh Vân Bay
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Bất động sản Du lịch Ninh Vân Bay
Mã chứng khoán:,NVT
Mã ISIN:,VN000000NVT3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 65/2010/GCNCP-VSD do VSD cấp lần đầu ngày 28/04/2010, óố 65/2010/GCNCP-VSD-2 cấp thay đổi lần hai ngày 03/05/2013"
Tổng số chứng khoán đăng ký:,90.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,905.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
