Keys,Values
Tên TCPH:,"
Công ty cổ phần Cấp thoát nước Bến Tre
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cấp thoát nước Bến Tre
Mã chứng khoán:,NBT
Mã ISIN:,VN000000NBT5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 45/2016/GCNCP-VSD do VSD cấp ngày 10/05/2016,  Số: 45/2016/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 30/08/2018"
Tổng số chứng khoán đăng ký:,29.400.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,294.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
