Keys,Values
Tên TCPH:,"
Công ty cổ phần Thuốc Thú y Trung ương VETVACO
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thuốc Thú y Trung ương VETVACO
Mã chứng khoán:,VXP
Mã ISIN:,VN000000VXP0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số193/2017/GCNCP-VSD do VSD cấp ngày 12/10/2017
Tổng số chứng khoán đăng ký:,3.600.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,36.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
